id,title,overview,release_date,runtime,genres,production_companies,budget,revenue,popularity,vote_average,vote_count,status,poster_path,backdrop_path,language
440775,Galaxy of Horrors,"Trapped in a damaged cryogenic pod, a man is forced to watch a series of horrific science-fiction tales while his life support systems run out. Featuring eight intense stories of the unknown and other-worldly, equally wonderful and terrifying. Visit the GALAXY OF HORRORS, if you dare! Curated from Rue Morgue &amp; Unstable Ground's Little Terrors Festival.",2024-01-01,105 minutes,"Horror, Science Fiction","Unstable Ground Productions, Indiecan Entertainment, Rue Morgue Magazine",0,0,2.547,7.0,2,Released,https://image.tmdb.org/t/p/w500/dOPOpcykEs3YzoajZmjw0Lh5Kyd.jpg,https://image.tmdb.org/t/p/w500/ghVDH6l0Y1llgsdWVRC66mk8pdy.jpg,En
747059,Burrow,"A young rabbit embarks on a journey to dig the burrow of her dreams, despite not having a clue what she's doing.",2024-01-12,6 minutes,"Animation, Family, Comedy",Pixar,0,0,8.119,7.286,21,Released,https://image.tmdb.org/t/p/w500/zkQcHvMc7gVG6OWVotVLDeRkrRl.jpg,https://image.tmdb.org/t/p/w500/tj58v7h4d9xDkFr3Hot0qhKdwRf.jpg,En
714567,#Blue_Whale,"Rebellious schoolgirl Dana grieves for her younger sister, a once-happy kid who suddenly stepped in front of a train. Desperate to learn what happened, she explores her sister's online history, discovering a sinister social-media game.",2024-01-11,95 minutes,"Thriller, Horror, Drama","Bazelevs Production, KION",0,0,34.275,6.3,68,Released,https://image.tmdb.org/t/p/w500/2TmZ2lgDEYJAFpeUMALRx5NwqK.jpg,https://image.tmdb.org/t/p/w500/1B7j91GQXWAOUsGLtOboCYYvy8w.jpg,Ru
985604,Pasang: In the Shadow of Everest,"Transcending cultural barriers and consistently going against the grain, female Nepali climber Pasang Lhamu Sherpa attempted to summit Everest four times in the early nineties. Although she was not allowed to attend school as a child, Pasang did not let that stop her from pursuing her dreams. After founding her own trekking company in Kathmandu, she blazed a trail for Nepali women via her efforts to summit Everest. Proving how big you can dream and how far you can go to achieve those dreams, she left a legacy not only for the family she has left behind, but for the myriad women following in her footsteps.",2024-01-19,71 minutes,Documentary,"Follow Your Dream Foundation, Mila Productions",0,25267,2.218,0.0,0,Released,https://image.tmdb.org/t/p/w500/eSKvoZP5OR6FibSRK1gOGKJeSgW.jpg,https://image.tmdb.org/t/p/w500/sRrmYdnzEdbkqiSkoLwD1wtviML.jpg,En
951171,Dogwatch,"For a long time, vessels crossing the High Risk Area on the Somali coastline would hire private mercenaries in order to protect themselves from pirates. Nowadays, the attacks have dropped off and the mercenaries encounter a new problem: the lack of action. Daily training to face a non-existent enemy creates a sense of absurdity, captured by Gregoris Rentisʼ camera with great inspiration and precision.",2024-01-18,78 minutes,Documentary,Asterisk* Productions,0,0,0.917,0.0,0,Released,https://image.tmdb.org/t/p/w500/1McRQaifc5Zng3Yer5fBZkDCZjK.jpg,https://image.tmdb.org/t/p/w500/spgF0E2Uz3nZsA0gRTq2OHalb38.jpg,El
941883,Evil Bong 888: Infinity High,"When he's finally given a chance to go legit by opening a restaurant, Rabbit can't stop himself from sliding back to his old ways. With EeBee as his Master Chef, weed is definitely on the menu and this high-end joint is the toke of the town. Staffed with tons of familiar faces and fan favorite buds, will Rabbit end on a high note? Or will he be chopped by the cops in a kitchen nightmare that goes up in smoke.",2024-01-04,59 minutes,"Comedy, Horror",Full Moon Entertainment,0,0,4.142,6.0,4,Released,https://image.tmdb.org/t/p/w500/rWo4tiVgMSsUAdw641cOr9QBcJZ.jpg,https://image.tmdb.org/t/p/w500/iw8KkrRICr4sczPS8cZI9P0sjoc.jpg,En
851476,How Is Katia?,"Anna has just taken on a mortgage in dreams of a better life with her daughter Katia. Instead, a turn of events makes Anna face a dilemma that will change her personal moral borders in a society that hasn't got any.",2024-01-25,101 minutes,Drama,Evos Film,340000,0,0.725,8.0,2,Released,https://image.tmdb.org/t/p/w500/qomdfs14SSGN7kD7RIrnxo4Xz0W.jpg,https://image.tmdb.org/t/p/w500/cTrHrEKrK7ge9B5CgYUTyANGgvd.jpg,Uk
1022154,Becoming Giulia,"Giulia Tonelli, principal dancer at the Zurich Opera House, returns from maternity leave. She has to fight to find her place and a new balance, between the competitive and extremely demanding world of an elite ballet company and her new family life.",2024-01-18,103 minutes,Documentary,"PointProd, RSI, RTS, SRF",0,0,0.918,0.0,0,Released,https://image.tmdb.org/t/p/w500/xSAg6PXRrfXpfwG0E1RxUwk5mOG.jpg,https://image.tmdb.org/t/p/w500/j7fJdeEfLboVIrzW5b39c92zLZR.jpg,De
1019939,Hundreds of Beavers,"In the 19th century, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",2024-01-26,108 minutes,"Comedy, Adventure, Action",SRH,150000,752885,18.643,7.6,94,Released,https://image.tmdb.org/t/p/w500/qgXS9HrYaYDnILeXebatCbtX9IP.jpg,https://image.tmdb.org/t/p/w500/krN2V7leYVBp6dOLzP11sM44eNb.jpg,En
1096462,Double Down South,"In a world of illegal, high-stakes gambling, Nick owns a run-down plantation house. He is enamored with the smart, tough and charming ace Diana's intent to win big and is determined to stake her.",2024-01-19,120 minutes,"Drama, Thriller","Parami Productions, Benacus Entertainment",0,0,2.787,5.5,8,Released,https://image.tmdb.org/t/p/w500/qgAnqwaFKg0fsWVTFEo6vk82msE.jpg,https://image.tmdb.org/t/p/w500/fxpAGvjcoPaFHx9csqlBH3Ysb47.jpg,En
1030224,A Place of Our Own,"After sudden eviction by their prejudiced landlord, transwomen Laila and Roshni must put their wits together to find a home and reclaim their place in society.",2024-01-12,88 minutes,Drama,"Ektara Collective, Lotus Visual Productions",0,0,0.584,0.0,0,Released,https://image.tmdb.org/t/p/w500/eTf8PJ4kOqTq1bFGPjxtU86fI6N.jpg,https://image.tmdb.org/t/p/w500/z3L64s59X6AhZh2DoaPYiZ0OOLj.jpg,Hi
1030215,Cloves & Carnations,"In the snowy and desolate roads of South Eastern Anatolia, Musa, an old refugee, carries the corpse of his deceased wife to their homeland with his granddaughter, Halime. Their journey becomes more difficult as they get closer to the border of a country at war. Once they get caught up by the police, their ways separate in three different destinations.",2024-01-12,103 minutes,Drama,"Film Code Production, Bo Dream Productions",0,0,0.482,1.0,1,Released,https://image.tmdb.org/t/p/w500/l48sfVuU667qzWhkeZzb40cXW4G.jpg,https://image.tmdb.org/t/p/w500/xYCBWhQq1jrB6Y1MU5mtuI6N3BV.jpg,Tr
991193,Deliverance,"A fractured family of four brothers and one sister confront haunting memories of their mother’s passing fifteen years ago.  Fifteen years had passed, as Nicole (Summer Chan) returns home to Hong Kong to be reunited with her three brothers, clinging to the shattered memory from the night of her mother’s passing.  Through hypnosis sessions with her big brother Joseph (Simon Yam), the trauma that the family sustained is unexpectedly reawakened when she desires to connect back with the memories.  Then, the whole world around this family takes on a dark form and love becomes almost undefinable.",2024-01-18,106 minutes,Crime,World Universal Culture Limited,0,0,3.154,3.7,3,Released,https://image.tmdb.org/t/p/w500/sCLTb3FFdzw88K7wO2qm3Yl2fS5.jpg,https://image.tmdb.org/t/p/w500/qd4EPJIhuY7i1MYrkEsIpqL4Ccy.jpg,Cn
1036239,Baby Oopsie 3: Burn Baby Burn,Witness Sybil's last gasp effort to take down Oopsie's evil cabal of Satanic toys while trying to save her friend Ray Ray's soul. This is the big demonic toy smackdown you've been waiting for.,2024-01-18,46 minutes,"Horror, Thriller",Full Moon Features,0,0,0.972,5.0,1,Released,https://image.tmdb.org/t/p/w500/rTEejYPMxwcPmrtRPvrZXcySQDm.jpg,https://image.tmdb.org/t/p/w500/au5tzV4uLPwt98o1hKBg85ylLMW.jpg,En
1053511,Roxy,"The life of a taxi driver is to not judge or get involved. It's to go where he's told to go, for a price. One day, Thomas gets a group of odd passengers with a ravenous dog. They have money, and they have places to be. How far will he go?",2024-01-25,100 minutes,"Comedy, Thriller, Drama","East End Film, uMedia, Pygmalion Productions",0,0,1.74,10.0,1,Released,https://image.tmdb.org/t/p/w500/yMc5XFveHqgZo519gQ9xcRwW5y1.jpg,https://image.tmdb.org/t/p/w500/h3MRLJaIISLpkCZdd2jriPgdsKT.jpg,De
891933,Sometimes I Think About Dying,"Fran likes to think about dying. It brings sensation to her quiet life. When she makes the new guy at work laugh, it leads to more: a date, a slice of pie, a conversation, a spark. The only thing standing in their way is Fran herself.",2024-01-10,94 minutes,"Drama, Comedy, Romance","Page Fifty-Four Pictures, Mirror Image Films, Sweet Tomato Films, Point Productions",0,65871,16.644,6.5,78,Released,https://image.tmdb.org/t/p/w500/lp0dtmNtOW88A13GZjGoKZko7S8.jpg,https://image.tmdb.org/t/p/w500/eRPBnjLwOM6jgXseWiAgAkgURHL.jpg,En
911220,Peripheric Love,"Maria, a Mexican migrant, is pregnant. Her husband Giorgio is sterile. She conceals the pregnancy from him out of fear he might suspect infidelity. Caught between doubt and longing, both seek tenderness elsewhere. Fascinated by the unknown, their feelings drive them into the depths of love. There, where only trust can prevent them from losing one another.",2024-01-11,95 minutes,Drama,"Dschoint Ventschr Filmproduktion, Casa delle Visioni",0,0,2.063,0.0,0,Released,https://image.tmdb.org/t/p/w500/iY1L1vffArUUMew6MoQRjIwartO.jpg,https://image.tmdb.org/t/p/w500/7Er62FPxi0zXY0XCjs22Apta8bH.jpg,It
977954,La Palisiada,"Ukraine, 1996. 5 months before the moratorium on capital punishment, two old friends, a police detective and a forensic psychiatrist, investigate a murder of their colleague. Long time ago, both of them were in love with the widow of the deceased. Immersed in the complicated case and long forgotten memories, they create a future where their children have to live, inheriting unrealized aspirations of their parents.",2024-01-11,100 minutes,Drama,"Contemporary Ukrainian Cinema, VIATEL",0,0,1.579,5.9,7,Released,https://image.tmdb.org/t/p/w500/cZx5ACalNvKDEc6UoxEPwttkUqU.jpg,https://image.tmdb.org/t/p/w500/ou4Yv9YcxKHIEZFpWMoJUjI9bQ1.jpg,Uk
1063314,Outsider Girls,"Free-spirited university student Rafaela’s carefree life is shaken when she falls pregnant. Desperate to get an abortion in a country where doing so could land her in jail and unable to fund one illegally, her situation shakes her world. But thankfully, she doesn’t face it alone by virtue of her best friend and sidekick, Gabriela. In her directorial debut, Hyland skilfully captures the incongruity of the inseparable duo’s lives as they move between their fuzzy pink apartment and the rough and raw backstreets of Santiago.",2024-01-11,81 minutes,"Comedy, Drama","Maltrato Films, Niña Niño Films",0,0,4.398,5.5,3,Released,https://image.tmdb.org/t/p/w500/ovNbDFoMPtCJHP86ud9fHBbhQkW.jpg,https://image.tmdb.org/t/p/w500/gqmRDtBgZop4B4RfpJ04nGWBMtO.jpg,Es
1036156,Secrets in the Marriage,"Framed for murder by her cheating husband, a newlywed must find a way to absolve herself of a crime she didn't commit while exposing her spouse before it's too late.",2024-01-04,90 minutes,"TV Movie, Thriller","Benattar/Thomas Productions, Headlong Entertainment, MarVista Entertainment",0,0,2.981,6.3,3,Released,https://image.tmdb.org/t/p/w500/njRMJMXbdodNPt3kvKGVJ0W85yA.jpg,https://image.tmdb.org/t/p/w500/iTAS4WvZm5cxXcpADgIAp2w0XxK.jpg,En
1006664,Tomorrow Is a Long Time,"Life is not the most fulfilling for sixteen-year-old Meng: Lounging at home with his grieving father on a daily basis, being excluded from his family’s past, and forced into bullying other kids at school. Everything changes when he is thrown into a life-altering adventure that propels him into an exciting unfamiliar landscape.",2024-01-19,106 minutes,Drama,"Akanga Film Asia, Volos Films, PŌTOCOL, La Fabrica Nocturna Cinéma, Oublaum Filmes",0,0,2.356,0.0,0,Released,https://image.tmdb.org/t/p/w500/eoMS2Im7P6xQVzr4zhEOJub2kET.jpg,https://image.tmdb.org/t/p/w500/n3OLggf4zuvHtY4JQof3O91omSa.jpg,Zh
1058032,Here,"Set in Brussels, the film revolves around a potential love story between a Romanian construction worker and a Belgian-Chinese doctorate student of moss, who cross paths just before the former is about to move back home.",2024-01-17,84 minutes,"Drama, Romance","kunstencentrum BUDA, KC nOna, 10.80 Films, Proximus, Shelter Prod",0,0,7.388,5.8,16,Released,https://image.tmdb.org/t/p/w500/pIDQ7miG72FEVIiRgGPdxCGv3tW.jpg,https://image.tmdb.org/t/p/w500/185JodNZqNyJ8MSM5eitjPdUKm9.jpg,Fr
1006817,Bones and Names,"Boris and Jonathan have been a couple for many years. But their relationship has reached a point where they might as well spend their evenings together separately: One lies in bed reading, the other works at a desk in the next room. While actor Boris digs deeper into rehearsals for a new film with an ambitious director and begins to mix real and fictional characters, Jonathan tries to redefine his voice as a writer. Ghosting through these days of wrestling with distance, closeness, trust, desire and fear of loss is Jonathans' young niece Josie, who is trying to deal with the approaching end of her childhood in her own idiosyncratic way. BONES AND NAMES, the feature debut of Fabian Stumm, portrays people searching for their place in life in different ways. A sensitive and humorous reflection on the dissonances in relationships that both connect and distance us from each other.",2024-01-18,104 minutes,Drama,Postofilm,0,0,3.527,0.0,0,Released,https://image.tmdb.org/t/p/w500/dqnisgxxVUxE3zLbUKhMOyCNoQp.jpg,https://image.tmdb.org/t/p/w500/occ3EfIpSilyGVh7B45IFwclgqz.jpg,De
912600,Some Other Woman,"Eve was promised a few months on a tropical island for her husband’s work... but years later, unable to build the family they wanted, she has given up on any of her own desires. As island fever intensifies, reality unravels around Eve as a strange woman begins taking over her life piece by piece.",2024-01-05,86 minutes,"Thriller, Drama","Productivity Media, Balcony 9 Productions",0,0,4.602,3.9,7,Released,https://image.tmdb.org/t/p/w500/cHS7oQKsjuMovx2LmoHxYzKxD81.jpg,https://image.tmdb.org/t/p/w500/qTNBCN5XQhFy2lgH0XTMg87AI4N.jpg,En
1072876,Self Reliance,"When a man is offered a million dollars to play a game in which hunters try to kill him, he thinks he has found the perfect loophole: they can only attack when he’s alone. His only problem is that none of his friends or family believe the game is real.",2024-01-03,91 minutes,"Comedy, Thriller","The Lonely Island, Walcott Productions, MRC, Clown Show",70000000,0,17.387,5.978,179,Released,https://image.tmdb.org/t/p/w500/hlSWmmuuLeV1p3YcIkU59khEHLY.jpg,https://image.tmdb.org/t/p/w500/jsp420JTZ7EK5LhpwzunE1Pu43d.jpg,En
1161171,Bizarre Fish from the Abyssal Zone,"A woman with weird superpowers, a turtle with obsessive-compulsive disorder and a cloud with rain incontinence on an unusual journey to the depths of the ocean.",2024-01-25,75 minutes,"Animation, Adventure, Fantasy",Marão Filmes,0,0,1.336,0.0,0,Released,https://image.tmdb.org/t/p/w500/21DayeeelJctW5lYkUSUEM8GKgr.jpg,https://image.tmdb.org/t/p/w500/oayOu01n6GE8FDygbxylV3xSSZT.jpg,Pt
1098111,The Hearing,"Four rejected asylum seekers relive the hearing on their reasons for fleeing their home countries, shedding light on the core of the asylum procedure. Will the interviewees be able to describe their traumatic experiences in a way that satisfies the official criteria?",2024-01-25,81 minutes,Documentary,"Ensemble Film, SRF",0,0,0.623,0.0,0,Released,https://image.tmdb.org/t/p/w500/6LRbSgO0tBYYXKtPcPfDc5ztdoO.jpg,https://image.tmdb.org/t/p/w500/wOdinXmrvuSeO7cAcWv7MqaXYq5.jpg,De
1064802,Lion-Girl,"In the year 20XX, mysterious meteors bombard the Earth and usher in an age of horrific beasts known as 'ANOROC', hunting and killing humans for their life force. The Earth has one last defender against them; her name is 'LION-GIRL'.",2024-01-26,121 minutes,"Action, Science Fiction","Toei Video Company, Dynamic Planning",0,0,3.63,3.5,4,Released,https://image.tmdb.org/t/p/w500/ooOxrafDsivDeuj225jsqmKTeV8.jpg,https://image.tmdb.org/t/p/w500/czWS7blmpotm2sKW8wSzP1EO9L6.jpg,Ja
1116127,Boys on the Bridge,"One day during the summer vacation before high school, Lil Fish skips the orientation and wants to hang out with his buddies. Still, to get the junior high diploma, all his friends are cleaning up the campus to remove their demerits. Only Lychee pals around with him in their fishing village, as they always do. Lil Fish thinks such kind of life will never change, but what happens that day makes him realize he and his friends have embarked on a different future.",2024-01-05,43 minutes,Drama,Morning Rain Studio,0,0,3.526,0.0,0,Released,https://image.tmdb.org/t/p/w500/aUENtmSApoZ1oP5i4rVt1ys38q3.jpg,https://image.tmdb.org/t/p/w500/4MID77wsMfaI0uDNpR5xVteEg7i.jpg,Zh
1069185,Inshallah a Boy,"After the sudden death of her husband, working mother Nawal has to fight for her inheritance in order to save her daughter and home in a society where having a son would be a game changer.",2024-01-12,113 minutes,Drama,"Bayt Al Shawareb, Georges Films, The Imaginarium Films, CNC Aide aux cinémas du monde - Institut Français, Cairo Film Connection, DFI, Red Sea Fund, Rise Studios, The Jordan Film Fund",0,0,5.996,7.0,20,Released,https://image.tmdb.org/t/p/w500/uashNpTcuz4fFhZXX3F5qoeZ6Kg.jpg,https://image.tmdb.org/t/p/w500/xD9gPlVQNcGxK6Ss11uj1uoLvYz.jpg,Ar
730087,Eureka,"A cowboy arrives in a village in search of his daughter, a native policewoman arrests various offenders in a snowy landscape, while her niece, a basketball coach, reunites with her grandfather for a decisive journey that will shape her future, a bird flies through time and space and begins to enter the minds and dreams of a native tribe in a the Amazon forest.",2024-01-21,147 minutes,Drama,"4L, ARTE France Cinéma, Bord Cadre Films, Komplizen Film, Luxbox, Rosa Filmes, Slot Machine, Talipot Studio, Woo Films, Sovereign Films",0,0,8.125,6.6,11,Released,https://image.tmdb.org/t/p/w500/9w75pKwP0VHTeztD3vcXivhHddc.jpg,https://image.tmdb.org/t/p/w500/41iDn2fGUQMKLoIvp2hpNfZYkmV.jpg,En
1114896,Mambar Pierrette,"The city of Douala is in trepidation for the start of the new school year. A long line of customers come to Mambar Pierrette, the neighbourhood dressmaker, to have their clothes ready for imminent social events and ceremonies. More than just a sewer, Pierrette becomes the confidant of her customers, of a generation. But when the rain starts pouring down and threaten to flood her workshop – one of several successive misfortunes – Pierrette will have to stay afloat.",2024-01-31,93 minutes,Drama,"Tândor Productions, RTBF, TV5MONDE",0,0,2.37,5.125,4,Released,https://image.tmdb.org/t/p/w500/jzPBgouXK9wwgiswHXRtXlWf5kG.jpg,https://image.tmdb.org/t/p/w500/ptAGKLT1mRiHqgb7J89D9qaUFww.jpg,Fr
995749,"Bonnard, Pierre and Marthe","When French painter Pierre Bonnard met Marthe de Méligny, he didn’t know this self-proclaimed aristocrat would become the cornerstone of his life and work. From this moment, she became more than just a muse for the “painter of happiness”, appearing in more than a third of his work. Together, they reached their artistic fulfillment thanks to a colourful love, different from the standards of their time, nurturing the great mystery around their relationship. Based on a true story.",2024-01-10,122 minutes,"History, Romance","Les Films du Kiosque, France 3 Cinéma, uMedia",0,2391017,9.24,6.2,43,Released,https://image.tmdb.org/t/p/w500/1QOJAXMGV3wMVM2CwvuJQRtiLx8.jpg,https://image.tmdb.org/t/p/w500/5lJi60sftEZ4dJw7gSRTmzU71fJ.jpg,Fr
986855,If Only I Could Hibernate,"Ulzii, a teenager from a poor neighborhood in Ulaanbaatar, is determined to win a sciences-physics competition to get a scholarship. His illiterate mother finds a job in the countryside, leaving him and his brother and sister in the middle of winter. Ulzii wanders around at night looking for things to burn for heat while preparing for the national competition.",2024-01-10,98 minutes,Drama,"Amygdala Films, Urban Factory, New Mongol Academy",0,0,2.538,6.8,10,Released,https://image.tmdb.org/t/p/w500/xmmeYeI5UPinyGUS7MOyij5kz9z.jpg,https://image.tmdb.org/t/p/w500/8ER3ZCeHViASd7i8DlSPC5QDVvc.jpg,Mn
1114899,Grace,"In Russia, an introverted father and his teenage daughter live on the road in a van that contains their entire life, including the equipment for a travelling cinema: the source of their meager income. Povolotsky builds on the undeniable art of the long take, on both the scale of the imposing landscapes and the tight interior of their cramped vehicle. The nameless father and daughter rove around the extremities of their vast country, from south to north. On its margins, the pulse of independent drifters who endure and resist.",2024-01-24,119 minutes,Drama,Blackchamber,0,0,2.117,7.0,7,Released,https://image.tmdb.org/t/p/w500/oOixEuylGEwcjG7ZKpjXAIa3ob9.jpg,https://image.tmdb.org/t/p/w500/5FDzPQP24hNENa0bd4xorPF09qt.jpg,Ru
836972,He Went That Way,"Set in 1964, a three-day journey along Route 66 begins when Bobby Falls, a 19-year-old serial killer, hitches a ride with Jim Goodwin, a celebrity animal handler travelling with his precious cargo: his TV chimpanzee, Spanky.",2024-01-05,96 minutes,"Thriller, Crime, Drama","Tea Shop & Film Company, Head Gear Films, Mister Smith Entertainment",0,0,10.689,5.603,39,Released,https://image.tmdb.org/t/p/w500/ii1DVzyj9uJOF9qBrnHCT6nAxUw.jpg,https://image.tmdb.org/t/p/w500/iENuTaWvI2e7KEuKnTxxBhZwF3x.jpg,En
1118033,The Seeding,"When a hiker gets lost in the desert, a gang of feral children propelled by haunting legacies traps him in a sadistic battle for survival with a frightening endgame.",2024-01-26,100 minutes,"Horror, Thriller",Unbranded Pictures,0,0,10.334,5.2,32,Released,https://image.tmdb.org/t/p/w500/sMHvmhKlyyyCWLc3sCxY9wQ0Gai.jpg,https://image.tmdb.org/t/p/w500/22iDWgWhw3JxtAF7GGO5uVD00Ci.jpg,En
1029654,Cold Copy,A young broadcast journalism student is trying to win the approval of her influential mentor who pushes her to reconsider the meaning of truth if it means success.,2024-01-26,96 minutes,"Mystery, Thriller, Drama","Votiv Films, Scythia Films, Needle's Eye Productions, Shivhans Pictures, 30WEST, Carte Blanche, Independent Film",0,0,3.126,5.9,13,Released,https://image.tmdb.org/t/p/w500/6uvjR7tiSycXeDiOu5uXYvXML4X.jpg,https://image.tmdb.org/t/p/w500/47nONWP0FHYy27KUfSeg7dnAOcm.jpg,En
790462,I.S.S.,Tensions flare in the near future aboard the International Space Station as a conflict breaks out on Earth. U.S. and Russian astronauts receive orders from the ground: take control of the station by any means necessary.,2024-01-19,96 minutes,"Science Fiction, Thriller",LD Entertainment,13800000,6605079,19.926,5.831,240,Released,https://image.tmdb.org/t/p/w500/blPAS2HZcOGLTREbUeNIWmz0B6f.jpg,https://image.tmdb.org/t/p/w500/cw8YicokMa3okekWq2rJT8Hccaz.jpg,En
1177250,Forever Young,An aging woman is given the chance to be young again and right her past but is faced with a dilemma when her husband declines to join her.,2024-01-26,99 minutes,"Science Fiction, Drama","Dark Matter Studios, Trigger Films",200000,0,3.423,6.0,1,Released,https://image.tmdb.org/t/p/w500/qgjuELF3vlRiZkcarW5GNxfdXUK.jpg,https://image.tmdb.org/t/p/w500/uMxzWo3aTg8e2zHqhtijwyNAMp0.jpg,En
1132472,Empty Nets,"Amir, a young Iranian, signs on with a fisherman on the rugged Caspian Sea coast in order to earn the money he needs to marry his sweetheart, Narges. But in so doing, he becomes entangled in the criminal machinations of caviar poaching. Piece by piece, a complex hierarchy is revealed in a parallel realm that becomes ever more constricting and oppressive, endangering Amir’s relationship with Narges as well.",2024-01-18,101 minutes,Drama,"BASIS BERLIN Filmproduktion, Living Pictures Production, ARTE, RainyPictures",0,0,1.012,6.5,1,Released,https://image.tmdb.org/t/p/w500/mKjfaYWT6yzrZcjNutdg5v4Gdyz.jpg,https://image.tmdb.org/t/p/w500/hgxIRfAzEghv7C8ZHkyfUtQg0WS.jpg,Fa
1026468,Scala!!!,"This feature-length big screen documentary tells the riotous inside story of the infamous sex, drugs and rock 'n' roll repertory cinema which inspired a generation during Britain's turbulent Thatcher years.",2024-01-05,96 minutes,Documentary,"Fifty Foot Woman, Channel X, Anti-Worlds, BFI",0,0,2.878,7.857,7,Released,https://image.tmdb.org/t/p/w500/8V24gqtjHR8ZJz0iTWWr07mXgce.jpg,https://image.tmdb.org/t/p/w500/2pm3nTEureZQXMyGo8BCrJpft6w.jpg,En
1136558,Best Wishes to All,"A young woman’s visit to her grandparents’ home leads to the discovery of what’s brought them happiness, a revelation that will lead her to question her choices, sanity and reality itself.",2024-01-12,84 minutes,"Horror, Thriller",KADOKAWA,0,0,4.108,6.0,9,Released,https://image.tmdb.org/t/p/w500/vwWYIcVkDb8twv0unOCcriYCSrD.jpg,https://image.tmdb.org/t/p/w500/b1PmdOB577WosIeimPv7WTdkDLJ.jpg,Ja
1137196,Blaga's Lessons,"Blaga is a seventy-year-old recently widowed former teacher and a woman of firm morals. When telephone scammers con her out of the money that she had saved for her husband’s grave, her moral compass slowly begins to lose its bearings…",2024-01-19,114 minutes,Drama,"Argo Film, 42film",0,0,5.141,6.6,7,Released,https://image.tmdb.org/t/p/w500/kn9mGezVAbg7hhWvgMnBIhw46cS.jpg,https://image.tmdb.org/t/p/w500/yg3wkYCBQnLjd4xFOYZaFXMH30M.jpg,Bg
1059185,Ms. Apocalypse,"Young-mi, the bookkeeper at a factory, is ridiculed for her dowdy appearance and called ‘Ms. Apocalypse’ by her colleagues. Do-young, a delivery driver, is the only one to show her any decency and kindness. As her feelings for him grow, Young-mi strives to get him off the hook even when she finds out that Do-young has been embezzling company money. It becomes the last day of 1999, and in the midst of people's fear that the world will come to an end, Young-mi gets arrested for aiding Do-young’s crime. And thus, her new millennium starts wretchedly. As she walks out of prison after a few months, she comes across Do-young’s wife, Yu-jin, waiting for her and this unexpected visitor makes an implausible but compelling offer.",2024-01-24,116 minutes,Drama,"Kirin Productions, W/A Studio",0,0,2.777,8.7,3,Released,https://image.tmdb.org/t/p/w500/rwr1YnTNwl3xhSuEfSkvMNYONKO.jpg,https://image.tmdb.org/t/p/w500/1cqMRFEnDF0KdSbNRQwL4Zr4sH6.jpg,Ko
1153428,The Trust Fall: Julian Assange,"Examining  the meaning and significance of the insights that WikiLeaks shared with the world, the resulting behaviour of the governments involved, the extraordinary personal risk taken by Assange, and the wider fundamental issues around press freedom that affect all of us and our right to know.",2024-01-25,128 minutes,Documentary,Films For Change,125000,321171,10.655,0.0,0,Released,https://image.tmdb.org/t/p/w500/krfJwJwjznKHDwjcUUodyCz9btO.jpg,https://image.tmdb.org/t/p/w500/aCv6smHpdIUvTlmxnUxSmmemaqY.jpg,En
889821,Animal,"Under the hot Greek sun, animators at an all-inclusive island resort prepare for the busy tourist season. Kalia is the group leader. Paper decorations, glossy costumes and dance shows fill the stage. As summer intensifies and the work pressure builds up, their nights become violent and Kalia's struggle is revealed in the darkness. But when the spotlights turn on again, the show must go on.",2024-01-17,116 minutes,"Drama, Thriller, Action, Crime","Homemade Films, Nabis Filmgroup, ARS Digital Studio, Felony Productions, Digital Cube, EPT",0,0,2.824,6.5,5,Released,https://image.tmdb.org/t/p/w500/nLPuMb8og7zRgRfosKQET7b00PV.jpg,https://image.tmdb.org/t/p/w500/42Ww1gJyaULIVWnUnUDMOmXnqKu.jpg,El
1139104,Love and Videotapes,"In the summer of 2001, 16-year-old Andoy searches for his long-lost father in the most unlikely of things — VHS tapes. His reality becomes mystified when two movie-like characters appear in their small hometown.",2024-01-17,97 minutes,"Drama, Mystery","Tilt Studios, Terminal Six Post, WAF Studios, Studio Pulô",0,0,0.991,0.0,0,Released,https://image.tmdb.org/t/p/w500/1agBBqAfMLWQVvfZzTbmX8CiXMi.jpg,https://image.tmdb.org/t/p/w500/necu2iUfT36WrUekzGgEvqR4vk9.jpg,Tl
995808,The Falling Star,"The former activist’s past finally catches up with him when a mysterious stranger appears at the bar, armed and wanting revenge. The appearance of a double, the depressed and solitary Dom, provides Boris’ cunning partner Kayoko and their faithful friend Tim with the perfect escape plan. But they haven’t accounted for Dom’s ex-wife, Fiona, a suspicious detective on their trail.",2024-01-31,98 minutes,"Comedy, Crime","Moteur s'il vous plaît, Courage Mon Amour, BeTV, Proximus, RTBF, Shelter Prod, VOO & Be tv",3100000,0,3.465,5.781,16,Released,https://image.tmdb.org/t/p/w500/7FgPlmfrZkBCi01o0E1RQmhUQ8Z.jpg,https://image.tmdb.org/t/p/w500/g84q3gWEnGMqhVhhBH0HI7MBYxE.jpg,Fr
